student_id,date_registered,first_date_watched,first_date_purchased,date_diff_reg_watch,date_diff_watch_purch
285156,2022-08-12,2022-08-26,,14,
289478,2022-09-05,2022-09-28,,23,
291920,2022-09-24,2022-09-24,,0,
263067,2022-02-08,2022-02-08,,0,
261925,2022-01-29,2022-01-29,,0,
259762,2022-01-09,2022-01-09,,0,
292682,2022-09-30,2022-09-30,,0,
273014,2022-05-06,2022-05-06,,0,
269260,2022-04-01,2022-04-01,,0,
263543,2022-02-13,2022-02-13,,0,
271645,2022-04-23,2022-04-23,,0,
264588,2022-02-22,2022-02-22,,0,
260102,2022-01-12,2022-01-12,,0,
261788,2022-01-27,2022-01-27,2022-01-27,0,0
294232,2022-10-11,2022-10-11,,0,
292435,2022-09-28,2022-09-28,,0,
264005,2022-02-17,2022-02-17,,0,
292027,2022-09-25,2022-09-25,,0,
290862,2022-09-15,2022-09-15,,0,
262316,2022-02-02,2022-02-02,,0,
267615,2022-03-16,2022-03-16,,0,
281999,2022-07-18,2022-07-22,,4,
295390,2022-10-20,2022-10-20,,0,
282503,2022-07-24,2022-07-24,2022-07-24,0,0
265110,2022-02-26,2022-02-26,2022-02-27,0,1
267854,2022-03-18,2022-03-18,2022-03-18,0,0
279621,2022-06-28,2022-06-28,,0,
286906,2022-08-17,2022-08-17,,0,
261530,2022-01-25,2022-01-25,,0,
284938,2022-08-11,2022-08-15,,4,
283077,2022-07-30,2022-07-30,,0,
260504,2022-01-15,2022-01-15,,0,
278545,2022-06-20,2022-06-20,,0,
282763,2022-07-27,2022-07-27,,0,
291843,2022-09-23,2022-09-23,,0,
258881,2022-01-01,2022-01-01,,0,
272735,2022-05-03,2022-05-03,,0,
279060,2022-06-23,2022-06-23,,0,
289658,2022-09-06,2022-09-06,,0,
295315,2022-10-19,2022-10-19,,0,
295496,2022-10-20,2022-10-20,,0,
280725,2022-07-08,2022-07-08,,0,
262190,2022-01-31,2022-01-31,2022-02-01,0,1
258693,2021-12-30,2021-12-30,,0,
291996,2022-09-25,2022-09-25,,0,
296724,2022-10-29,2022-10-29,,0,
295606,2022-10-21,2022-10-21,,0,
282719,2022-07-26,2022-07-26,,0,
291929,2022-09-24,2022-09-24,,0,
276604,2022-06-05,2022-06-05,,0,
258232,2021-12-27,2021-12-27,,0,
264533,2022-02-22,2022-02-27,,5,
287769,2022-08-23,2022-08-23,,0,
292095,2022-09-26,2022-09-27,,1,
259750,2022-01-08,2022-01-08,,0,
265238,2022-02-27,2022-02-28,,1,
294761,2022-10-14,2022-10-14,,0,
259875,2022-01-10,2022-01-11,,1,
268171,2022-03-21,2022-03-21,,0,
266571,2022-03-09,2022-03-09,,0,
291445,2022-09-20,2022-09-20,,0,
292100,2022-09-26,2022-09-26,,0,
284773,2022-08-10,2022-08-10,,0,
274481,2022-05-19,2022-05-23,,4,
293248,2022-10-04,2022-10-11,,7,
278907,2022-06-22,2022-06-22,,0,
287405,2022-08-20,2022-08-20,,0,
295709,2022-10-22,2022-10-28,,6,
256057,2021-12-07,2021-12-07,,0,
281413,2022-07-13,2022-07-13,2022-07-13,0,0
274396,2022-05-19,2022-05-19,,0,
265148,2022-02-26,2022-02-26,,0,
258908,2022-01-01,2022-01-01,2022-01-01,0,0
272861,2022-05-05,2022-05-05,,0,
263333,2022-02-11,2022-02-11,,0,
269615,2022-04-04,2022-04-04,,0,
256858,2021-12-13,2021-12-14,,1,
283842,2022-08-04,2022-08-04,,0,
261503,2022-01-25,2022-01-25,,0,
287407,2022-08-20,2022-08-20,,0,
286527,2022-08-16,2022-08-16,,0,
296848,2022-10-30,2022-10-30,,0,
256011,2021-12-06,2021-12-09,,3,
256133,2021-12-07,2021-12-10,,3,
256380,2021-12-09,2021-12-09,,0,
283937,2022-08-05,2022-08-06,,1,
257785,2021-12-22,2021-12-22,,0,
290344,2022-09-12,2022-09-12,,0,
276591,2022-06-04,2022-06-05,,1,
276400,2022-06-03,2022-06-05,,2,
269171,2022-04-01,2022-04-01,,0,
287827,2022-08-24,2022-08-24,,0,
263573,2022-02-13,2022-02-13,,0,
255349,2021-12-01,2021-12-01,2021-12-01,0,0
292428,2022-09-28,2022-09-28,2022-09-28,0,0
258343,2021-12-28,2021-12-28,,0,
292532,2022-09-29,2022-09-29,,0,
285079,2022-08-12,2022-08-12,,0,
262048,2022-01-30,2022-01-30,,0,
260885,2022-01-18,2022-01-18,2022-01-18,0,0
282682,2022-07-26,2022-07-27,,1,
268722,2022-03-27,2022-03-27,,0,
267012,2022-03-12,2022-03-12,,0,
261673,2022-01-26,2022-01-26,,0,
256667,2021-12-12,2021-12-12,,0,
292592,2022-09-29,2022-09-29,,0,
267462,2022-03-15,2022-03-15,,0,
282438,2022-07-23,2022-07-23,,0,
269573,2022-04-04,2022-04-04,,0,
261921,2022-01-29,2022-01-29,,0,
271986,2022-04-26,2022-04-27,,1,
263499,2022-02-13,2022-02-13,,0,
295452,2022-10-20,2022-10-25,,5,
273687,2022-05-12,2022-05-12,,0,
263889,2022-02-16,2022-02-16,,0,
286246,2022-08-16,2022-08-16,,0,
292017,2022-09-25,2022-09-25,,0,
294305,2022-10-11,2022-10-11,,0,
289476,2022-09-05,2022-09-06,,1,
289552,2022-09-05,2022-09-05,,0,
260776,2022-01-17,2022-01-17,,0,
265464,2022-03-01,2022-03-01,,0,
268652,2022-03-26,2022-03-26,,0,
267736,2022-03-17,2022-03-17,,0,
291620,2022-09-22,2022-09-22,,0,
289191,2022-09-02,2022-09-02,,0,
275005,2022-05-25,2022-05-25,,0,
276503,2022-06-04,2022-06-04,,0,
259086,2022-01-03,2022-01-03,,0,
289264,2022-09-03,2022-09-03,,0,
258954,2022-01-02,2022-01-02,,0,
291423,2022-09-20,2022-09-20,,0,
266128,2022-03-07,2022-03-07,,0,
284324,2022-08-07,2022-08-23,,16,
262006,2022-01-30,2022-01-30,,0,
269550,2022-04-04,2022-04-04,,0,
285002,2022-08-11,2022-08-11,,0,
279535,2022-06-28,2022-06-28,2022-09-29,0,93
259113,2022-01-03,2022-01-03,,0,
267846,2022-03-18,2022-03-18,,0,
284714,2022-08-10,2022-08-10,,0,
257104,2021-12-15,2021-12-15,,0,
259401,2022-01-05,2022-01-05,,0,
263874,2022-02-16,2022-02-22,,6,
266779,2022-03-11,2022-03-11,,0,
259688,2022-01-08,2022-01-08,,0,
282668,2022-07-26,2022-07-26,2022-07-26,0,0
255836,2021-12-05,2021-12-05,,0,
291072,2022-09-17,2022-09-17,,0,
273384,2022-05-10,2022-05-10,,0,
289753,2022-09-07,2022-09-07,,0,
289613,2022-09-06,2022-09-06,,0,
257595,2021-12-20,2021-12-20,,0,
264090,2022-02-18,2022-02-18,,0,
271952,2022-04-26,2022-04-26,,0,
296635,2022-10-28,2022-10-28,,0,
281310,2022-07-12,2022-07-12,,0,
275112,2022-05-26,2022-05-26,2022-05-26,0,0
285082,2022-08-12,2022-08-12,,0,
265639,2022-03-02,2022-03-02,,0,
270511,2022-04-12,2022-04-12,,0,
296655,2022-10-28,2022-10-28,,0,
257908,2021-12-23,2021-12-23,,0,
274391,2022-05-18,2022-05-18,,0,
275290,2022-05-28,2022-05-29,2022-05-29,1,0
273835,2022-05-13,2022-05-15,,2,
289930,2022-09-08,2022-10-04,,26,
276370,2022-06-03,2022-06-04,,1,
284994,2022-08-11,2022-08-14,,3,
255261,2021-12-01,2021-12-07,,6,
268798,2022-03-28,2022-03-28,,0,
260723,2022-01-17,2022-01-17,,0,
273354,2022-05-10,2022-05-10,,0,
256442,2021-12-10,2021-12-10,,0,
274722,2022-05-22,2022-05-22,,0,
278372,2022-06-19,2022-06-19,,0,
287571,2022-08-22,2022-08-22,,0,
293980,2022-10-09,2022-10-09,,0,
287167,2022-08-18,2022-08-18,,0,
280049,2022-07-02,2022-07-02,,0,
281254,2022-07-12,2022-07-12,,0,
275935,2022-06-02,2022-06-02,,0,
283644,2022-08-03,2022-08-03,,0,
266112,2022-03-06,2022-03-07,2022-04-04,1,28
269266,2022-04-01,2022-04-01,,0,
282459,2022-07-24,2022-07-24,,0,
258914,2022-01-02,2022-01-02,,0,
276602,2022-06-05,2022-06-05,,0,
284541,2022-08-09,2022-08-09,,0,
262002,2022-01-30,2022-01-30,,0,
259138,2022-01-03,2022-01-03,,0,
258344,2021-12-28,2021-12-28,,0,
257472,2021-12-19,2021-12-19,,0,
260815,2022-01-17,2022-01-17,2022-01-17,0,0
255979,2021-12-06,2021-12-17,,11,
281702,2022-07-16,2022-07-16,,0,
257981,2021-12-24,2021-12-24,,0,
261845,2022-01-28,2022-01-28,,0,
285316,2022-08-13,2022-08-14,,1,
296807,2022-10-30,2022-10-30,,0,
268499,2022-03-24,2022-03-24,,0,
264119,2022-02-18,2022-02-18,,0,
271407,2022-04-20,2022-04-20,,0,
296415,2022-10-27,2022-10-27,,0,
281429,2022-07-13,2022-07-13,,0,
263045,2022-02-08,2022-02-08,,0,
294676,2022-10-14,2022-10-14,,0,
261668,2022-01-26,2022-01-26,2022-02-09,0,14
281364,2022-07-13,2022-07-13,,0,
292690,2022-09-30,2022-09-30,,0,
262603,2022-02-04,2022-02-04,,0,
293799,2022-10-08,2022-10-08,,0,
282199,2022-07-20,2022-07-20,,0,
258490,2021-12-29,2021-12-29,,0,
276978,2022-06-07,2022-06-07,,0,
255439,2021-12-02,2021-12-02,,0,
260631,2022-01-16,2022-01-16,,0,
279005,2022-06-23,2022-08-15,,53,
267702,2022-03-17,2022-03-17,,0,
266738,2022-03-10,2022-03-10,,0,
261243,2022-01-22,2022-01-22,,0,
271434,2022-04-21,2022-06-25,,65,
271465,2022-04-21,2022-04-22,2022-04-29,1,7
295633,2022-10-21,2022-10-23,,2,
294956,2022-10-16,2022-10-16,,0,
261346,2022-01-23,2022-01-23,,0,
261540,2022-01-25,2022-01-25,,0,
259913,2022-01-10,2022-01-10,,0,
287717,2022-08-23,2022-08-23,,0,
289037,2022-09-01,2022-09-01,,0,
262340,2022-02-02,2022-02-02,,0,
287789,2022-08-23,2022-08-24,,1,
270969,2022-04-16,2022-04-16,,0,
259246,2022-01-04,2022-01-04,,0,
290590,2022-09-13,2022-09-13,,0,
290145,2022-09-10,2022-10-08,,28,
256550,2021-12-10,2021-12-10,,0,
283013,2022-07-29,2022-07-29,,0,
292114,2022-09-26,2022-09-26,2022-09-26,0,0
290791,2022-09-15,2022-09-15,,0,
296058,2022-10-25,2022-10-25,,0,
260977,2022-01-19,2022-01-19,2022-01-19,0,0
271070,2022-04-17,2022-04-17,,0,
266713,2022-03-10,2022-03-10,,0,
281393,2022-07-13,2022-08-08,,26,
258910,2022-01-02,2022-01-02,,0,
281396,2022-07-13,2022-07-13,,0,
284906,2022-08-11,2022-08-11,,0,
269898,2022-04-07,2022-04-07,2022-04-14,0,7
288767,2022-08-30,2022-08-30,,0,
296015,2022-10-24,2022-10-24,,0,
292508,2022-09-29,2022-09-29,,0,
255315,2021-12-01,2021-12-01,2021-12-01,0,0
278938,2022-06-22,2022-06-22,,0,
268079,2022-03-20,2022-03-20,,0,
286508,2022-08-16,2022-08-18,,2,
278983,2022-06-23,2022-09-02,,71,
257690,2021-12-21,2021-12-21,,0,
268929,2022-03-30,2022-03-30,2022-03-31,0,1
272897,2022-05-05,2022-05-05,,0,
284497,2022-08-09,2022-08-09,,0,
263524,2022-02-13,2022-02-13,,0,
282352,2022-07-22,2022-07-22,2022-07-22,0,0
259737,2022-01-08,2022-01-08,,0,
291463,2022-09-20,2022-09-20,,0,
280807,2022-07-08,2022-07-08,,0,
289891,2022-09-08,2022-09-08,,0,
276456,2022-06-03,2022-06-03,,0,
286817,2022-08-17,2022-08-17,,0,
262196,2022-02-01,2022-02-01,,0,
281047,2022-07-10,2022-07-11,,1,
292663,2022-09-30,2022-09-30,,0,
287170,2022-08-18,2022-08-18,,0,
271783,2022-04-24,2022-04-24,,0,
293278,2022-10-04,2022-10-04,,0,
283289,2022-07-31,2022-07-31,,0,
261314,2022-01-23,2022-01-23,,0,
274170,2022-05-16,2022-05-16,,0,
267280,2022-03-14,2022-03-14,,0,
275464,2022-05-30,2022-06-01,,2,
262821,2022-02-06,2022-02-06,2022-02-06,0,0
276481,2022-06-04,2022-06-04,,0,
269010,2022-03-30,2022-03-30,2022-03-30,0,0
293745,2022-10-07,2022-10-07,,0,
269626,2022-04-04,2022-04-04,,0,
273157,2022-05-08,2022-05-08,,0,
262712,2022-02-05,2022-02-05,,0,
273019,2022-05-06,2022-05-06,,0,
293841,2022-10-08,2022-10-08,,0,
265067,2022-02-26,2022-02-26,,0,
258009,2021-12-24,2022-05-10,,137,
283994,2022-08-05,2022-08-05,,0,
264328,2022-02-20,2022-02-20,,0,
281938,2022-07-18,2022-10-13,,87,
258671,2021-12-30,2021-12-30,,0,
265941,2022-03-05,2022-03-05,,0,
283803,2022-08-04,2022-08-04,,0,
268381,2022-03-23,2022-03-23,,0,
293935,2022-10-09,2022-10-09,,0,
265766,2022-03-03,2022-03-03,,0,
270348,2022-04-10,2022-04-10,,0,
279644,2022-06-29,2022-06-29,,0,
271202,2022-04-18,2022-04-18,,0,
296413,2022-10-27,2022-10-27,,0,
281791,2022-07-16,2022-07-16,,0,
286526,2022-08-16,2022-08-16,,0,
265870,2022-03-04,2022-03-04,,0,
261544,2022-01-25,2022-01-25,,0,
291322,2022-09-19,2022-09-19,,0,
270982,2022-04-16,2022-07-25,,100,
291567,2022-09-21,2022-09-21,,0,
274476,2022-05-19,2022-05-19,,0,
267626,2022-03-16,2022-03-16,,0,
286264,2022-08-16,2022-08-16,,0,
288694,2022-08-30,2022-08-30,,0,
294640,2022-10-14,2022-10-14,,0,
291775,2022-09-23,2022-09-23,,0,
291440,2022-09-20,2022-09-20,,0,
268211,2022-03-21,2022-03-22,,1,
286912,2022-08-17,2022-08-17,,0,
281113,2022-07-11,2022-07-11,,0,
281769,2022-07-16,2022-07-16,2022-07-16,0,0
295916,2022-10-24,2022-10-24,,0,
279153,2022-06-24,2022-06-24,,0,
257036,2021-12-15,2022-04-12,,118,
271301,2022-04-19,2022-04-19,,0,
262710,2022-02-05,2022-02-05,,0,
265696,2022-03-03,2022-03-03,,0,
296678,2022-10-28,2022-10-28,,0,
289395,2022-09-04,2022-09-04,,0,
266945,2022-03-12,2022-03-12,,0,
276685,2022-06-05,2022-06-05,,0,
261765,2022-01-27,2022-01-27,,0,
269569,2022-04-04,2022-04-04,,0,
266764,2022-03-11,2022-03-11,,0,
287047,2022-08-18,2022-08-18,,0,
270600,2022-04-12,2022-04-12,,0,
289962,2022-09-08,2022-09-08,,0,
271323,2022-04-19,2022-04-19,,0,
260488,2022-01-15,2022-01-15,,0,
294853,2022-10-15,2022-10-15,,0,
262689,2022-02-04,2022-02-04,,0,
269392,2022-04-02,2022-04-02,,0,
275278,2022-05-28,2022-05-28,,0,
292735,2022-09-30,2022-09-30,,0,
287473,2022-08-21,2022-08-21,2022-08-28,0,7
262526,2022-02-03,2022-02-03,,0,
288721,2022-08-30,2022-08-30,,0,
269942,2022-04-07,2022-04-07,,0,
284854,2022-08-11,2022-08-22,,11,
294479,2022-10-13,2022-10-13,,0,
256409,2021-12-09,2022-06-21,,194,
272954,2022-05-05,2022-05-05,,0,
279790,2022-06-30,2022-06-30,,0,
268980,2022-03-30,2022-04-01,,2,
264738,2022-02-23,2022-02-23,,0,
266018,2022-03-06,2022-03-06,,0,
275286,2022-05-28,2022-05-28,2022-05-29,0,1
293564,2022-10-06,2022-10-06,2022-10-07,0,1
260888,2022-01-18,2022-01-18,,0,
263585,2022-02-14,2022-02-14,,0,
294922,2022-10-16,2022-10-16,,0,
259936,2022-01-10,2022-01-10,,0,
274342,2022-05-18,2022-05-18,2022-05-18,0,0
266256,2022-03-07,2022-03-07,,0,
290884,2022-09-15,2022-09-16,,1,
294525,2022-10-13,2022-10-13,,0,
257778,2021-12-22,2021-12-22,,0,
284487,2022-08-08,2022-08-09,2022-08-10,1,1
292707,2022-09-30,2022-09-30,,0,
294088,2022-10-10,2022-10-10,,0,
289122,2022-09-02,2022-09-02,,0,
277463,2022-06-11,2022-06-11,,0,
260285,2022-01-13,2022-01-13,,0,
266174,2022-03-07,2022-03-09,,2,
270855,2022-04-15,2022-04-15,,0,
259199,2022-01-04,2022-01-04,,0,
282077,2022-07-19,2022-07-19,,0,
284885,2022-08-11,2022-08-27,,16,
259283,2022-01-04,2022-01-04,2022-01-09,0,5
269768,2022-04-05,2022-04-05,,0,
288722,2022-08-30,2022-08-30,,0,
281693,2022-07-16,2022-07-16,,0,
282869,2022-07-28,2022-07-28,,0,
280469,2022-07-05,2022-07-05,,0,
272149,2022-04-27,2022-04-27,,0,
257940,2021-12-23,2022-09-21,,272,
261998,2022-01-30,2022-01-30,,0,
258597,2021-12-30,2021-12-30,,0,
296320,2022-10-26,2022-10-26,,0,
259115,2022-01-03,2022-01-03,,0,
279068,2022-06-24,2022-06-24,,0,
274465,2022-05-19,2022-05-19,,0,
256099,2021-12-07,2021-12-25,,18,
272734,2022-05-03,2022-05-03,,0,
259022,2022-01-02,2022-01-02,,0,
264746,2022-02-23,2022-02-23,2022-02-23,0,0
266523,2022-03-09,2022-03-09,,0,
259126,2022-01-03,2022-01-03,,0,
293401,2022-10-05,2022-10-05,,0,
264559,2022-02-22,2022-02-22,,0,
257186,2021-12-16,2021-12-16,,0,
261110,2022-01-21,2022-01-21,2022-01-21,0,0
295163,2022-10-18,2022-10-18,,0,
287481,2022-08-21,2022-09-06,,16,
271658,2022-04-23,2022-04-30,,7,
257617,2021-12-21,2021-12-21,,0,
296453,2022-10-27,2022-10-27,,0,
285713,2022-08-15,2022-08-15,,0,
288104,2022-08-26,2022-08-26,,0,
265960,2022-03-05,2022-03-05,,0,
257611,2021-12-20,2021-12-21,,1,
286842,2022-08-17,2022-08-17,,0,
286671,2022-08-16,2022-08-16,,0,
259672,2022-01-08,2022-01-08,,0,
261590,2022-01-25,2022-01-26,2022-01-27,1,1
266010,2022-03-05,2022-03-06,,1,
258743,2021-12-31,2021-12-31,2022-01-01,0,1
289686,2022-09-06,2022-09-11,2022-09-20,5,9
289900,2022-09-08,2022-09-08,,0,
257325,2021-12-17,2021-12-27,,10,
288462,2022-08-28,2022-08-28,,0,
260793,2022-01-17,2022-01-19,,2,
274074,2022-05-16,2022-05-16,,0,
272623,2022-05-02,2022-05-02,,0,
276912,2022-06-07,2022-06-07,,0,
279944,2022-07-01,2022-07-01,,0,
289840,2022-09-07,2022-09-07,,0,
262593,2022-02-04,2022-02-04,,0,
293961,2022-10-09,2022-10-09,,0,
290347,2022-09-12,2022-09-12,,0,
263783,2022-02-15,2022-02-15,2022-02-15,0,0
271012,2022-04-16,2022-04-16,,0,
296432,2022-10-27,2022-10-27,,0,
267860,2022-03-18,2022-03-18,,0,
282807,2022-07-27,2022-07-27,,0,
262810,2022-02-06,2022-02-06,,0,
270862,2022-04-15,2022-04-15,,0,
292681,2022-09-30,2022-09-30,,0,
272283,2022-04-28,2022-04-30,2022-05-05,2,5
263948,2022-02-17,2022-02-22,,5,
279346,2022-06-26,2022-06-26,,0,
274840,2022-05-23,2022-06-08,,16,
289694,2022-09-06,2022-09-06,,0,
273092,2022-05-07,2022-05-07,,0,
269948,2022-04-07,2022-04-07,,0,
283209,2022-07-31,2022-07-31,,0,
269373,2022-04-02,2022-04-05,2022-11-27,3,236
274825,2022-05-23,2022-05-23,2022-05-23,0,0
291345,2022-09-19,2022-09-19,,0,
259855,2022-01-09,2022-01-10,,1,
264593,2022-02-22,2022-02-22,,0,
257333,2021-12-17,2021-12-20,,3,
293528,2022-10-06,2022-10-06,,0,
262807,2022-02-06,2022-02-06,,0,
296675,2022-10-28,2022-10-28,,0,
271680,2022-04-23,2022-04-24,,1,
282089,2022-07-19,2022-07-19,,0,
290505,2022-09-13,2022-09-13,,0,
268377,2022-03-23,2022-03-23,,0,
287533,2022-08-21,2022-08-21,,0,
270579,2022-04-12,2022-04-12,,0,
257263,2021-12-17,2021-12-17,,0,
286199,2022-08-15,2022-09-21,2022-09-21,37,0
277498,2022-06-12,2022-06-12,,0,
270373,2022-04-10,2022-04-10,,0,
295702,2022-10-22,2022-10-22,,0,
274899,2022-05-24,2022-05-24,,0,
291346,2022-09-19,2022-09-19,,0,
258732,2021-12-31,2021-12-31,,0,
283007,2022-07-29,2022-07-29,,0,
275409,2022-05-30,2022-05-30,,0,
271308,2022-04-19,2022-04-19,,0,
286741,2022-08-17,2022-08-18,,1,
286916,2022-08-17,2022-08-17,,0,
263477,2022-02-13,2022-02-17,,4,
272895,2022-05-05,2022-05-05,,0,
